id,session_num,time_clip,time,place,place_raw,scale,scale_order
262,2,1:26:44,1900-01-01 02:49:46,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
263,2,1:26:49,1900-01-01 02:49:51,"Institut George Marc, Port-au-Prince, Haiti",Institut George Marc; Port-au-Prince; Haiti,very local,2
264,2,1:26:54,1900-01-01 02:49:56,"Route des Dalles, Port-au-Prince, Haiti",Chemin des Dalles; Port-au-Prince; Haiti,local,3
265,2,1:26:57,1900-01-01 02:49:59,"Rue Lalue, Port-au-Prince, Haiti",Rue Lalue; Port-au-Prince; Haiti,local,3
266,2,1:27:00,1900-01-01 02:50:02,"Pétionville, Haiti",Pétionville; Haiti,local,3
267,2,1:27:12,1900-01-01 02:50:14,"Pétionville, Haiti",Pétionville; Haiti,local,3
268,2,1:27:17,1900-01-01 02:50:19,"Pétionville, Haiti",Pétionville; Haiti,local,3
269,2,1:27:23,1900-01-01 02:50:25,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
270,2,1:27:37,1900-01-01 02:50:39,"Pétionville, Haiti",Pétionville; Haiti,local,3
271,2,1:28:17,1900-01-01 02:51:19,"Pétionville, Haiti",Pétionville; Haiti,local,3
272,2,1:28:52,1900-01-01 02:51:54,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
273,2,1:28:57,1900-01-01 02:51:59,"Pétionville, Haiti",Pétionville; Haiti,local,3
274,2,1:29:12,1900-01-01 02:52:14,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
275,2,1:29:17,1900-01-01 02:52:19,"Pétionville, Haiti",Pétionville; Haiti,local,3
276,2,1:29:26,1900-01-01 02:52:28,"Pétionville, Haiti",Pétionville; Haiti,local,3
277,2,1:29:48,1900-01-01 02:52:50,"Fort-Dimanche, Port-au-Prince, Haiti",Fort-Dimanche; Haiti,very local,2
278,2,1:32:09,1900-01-01 02:55:11,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
279,2,1:33:40,1900-01-01 02:56:42,"Paris, France",Paris; France,city / area,4
280,2,1:34:19,1900-01-01 02:57:21,"Paris, France",Paris; France,city / area,4
281,2,1:36:48,1900-01-01 02:59:50,Cuba,Cuba,country,6
282,2,1:37:25,1900-01-01 03:00:27,Haiti,Haiti,country,6
283,2,1:38:43,1900-01-01 03:01:45,Haiti,Haiti,country,6
284,2,1:41:04,1900-01-01 03:04:06,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
285,2,1:41:14,1900-01-01 03:04:16,Haiti,Haiti,country,6
286,2,1:42:21,1900-01-01 03:05:23,"Carrefour, Haiti",Carrefour; Haiti,local,3
287,2,1:42:44,1900-01-01 03:05:46,"Pétionville, Haiti",Pétionville; Haiti,local,3
288,2,1:42:53,1900-01-01 03:05:55,"Carrefour, Haiti",Carrefour; Haiti,local,3
289,2,1:42:54,1900-01-01 03:05:56,"Carrefour, Haiti",Carrefour; Haiti,local,3
290,2,1:44:37,1900-01-01 03:07:39,Haiti,Haiti,country,6
291,2,1:45:14,1900-01-01 03:08:16,Haiti,Haiti,country,6
292,2,1:49:43,1900-01-01 03:12:45,"Pétionville, Haiti",Pétionville; Haiti,local,3
293,2,1:49:46,1900-01-01 03:12:48,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
294,2,1:50:17,1900-01-01 03:13:19,"Grande Riviere du Nord, Haiti",Grande Riviere du Nord; Haiti,city / area,4
295,2,1:50:19,1900-01-01 03:13:21,"Grande Riviere du Nord, Haiti",Grande Riviere du Nord; Haiti,city / area,4
296,2,1:50:21,1900-01-01 03:13:23,"Jacmel, Haiti",Jacmel; Haiti,city / area,4
297,2,1:50:28,1900-01-01 03:13:30,"Grande Riviere du Nord, Haiti",Grande Riviere du Nord; Haiti,city / area,4
298,2,1:50:32,1900-01-01 03:13:34,"Grande Riviere du Nord, Haiti",Grande Riviere du Nord; Haiti,city / area,4
299,2,1:52:25,1900-01-01 03:15:27,Haiti,Haiti,country,6
300,2,1:52:30,1900-01-01 03:15:32,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
301,2,1:52:32,1900-01-01 03:15:34,"Pétionville, Haiti",Pétionville; Haiti,local,3
