id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
132,2.0,125.0,0:44:20,0:46:30,1900-01-01 02:07:22,1900-01-01 02:09:32,Haiti,Haiti,country,null,6
133,2.0,126.0,0:46:30,0:46:40,1900-01-01 02:09:32,1900-01-01 02:09:42,Haiti,Haiti,country,null,6
134,2.0,127.0,0:46:40,0:48:01,1900-01-01 02:09:42,1900-01-01 02:11:03,"Montreal, Canada",Montreal; Canada,city / area,null,4
135,2.0,128.0,0:48:01,0:48:04,1900-01-01 02:11:03,1900-01-01 02:11:06,Haiti,Haiti,country,null,6
136,2.0,129.0,0:48:04,0:48:17,1900-01-01 02:11:06,1900-01-01 02:11:19,Haiti,Haiti,country,null,6
137,2.0,130.0,0:48:17,0:48:20,1900-01-01 02:11:19,1900-01-01 02:11:22,"Paris, France",Paris; France,city / area,null,4
138,2.0,131.0,0:48:20,0:48:23,1900-01-01 02:11:22,1900-01-01 02:11:25,"Paris, France",Paris; France,city / area,null,4
139,2.0,132.0,0:48:23,0:48:32,1900-01-01 02:11:25,1900-01-01 02:11:34,_end,none,null,null,8
140,2.0,133.0,0:48:32,0:49:03,1900-01-01 02:11:34,1900-01-01 02:12:05,"Montreal, Canada",Montreal; Canada,city / area,null,4
141,2.0,134.0,0:49:03,0:49:14,1900-01-01 02:12:05,1900-01-01 02:12:16,_end,none,null,null,8
142,2.0,135.0,0:49:14,0:52:14,1900-01-01 02:12:16,1900-01-01 02:15:16,_end,none,null,null,8
143,2.0,136.0,0:52:14,1:01:04,1900-01-01 02:15:16,1900-01-01 02:24:06,"Montreal, Canada",Montreal; Canada,city / area,null,4
144,2.0,137.0,1:01:04,1:01:07,1900-01-01 02:24:06,1900-01-01 02:24:09,"Montreal, Canada",Montreal; Canada,city / area,null,4
145,2.0,138.0,1:01:07,1:02:04,1900-01-01 02:24:09,1900-01-01 02:25:06,"Montreal, Canada",Montreal; Canada,city / area,null,4
146,2.0,139.0,1:02:04,1:02:06,1900-01-01 02:25:06,1900-01-01 02:25:08,"Montreal, Canada",Montreal; Canada,city / area,null,4
147,2.0,140.0,1:02:06,1:02:12,1900-01-01 02:25:08,1900-01-01 02:25:14,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,null,3
148,2.0,141.0,1:02:12,1:02:15,1900-01-01 02:25:14,1900-01-01 02:25:17,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,null,3
149,2.0,142.0,1:02:15,1:03:18,1900-01-01 02:25:17,1900-01-01 02:26:20,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,null,3
150,2.0,143.0,1:03:18,1:03:23,1900-01-01 02:26:20,1900-01-01 02:26:25,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,null,3
151,2.0,144.0,1:03:23,1:05:42,1900-01-01 02:26:25,1900-01-01 02:28:44,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada; Renaud Bray,local,null,3
152,null,null,null,null,1900-01-01 02:26:25,1900-01-01 02:28:44,"Renaud Bray Côte-des-Neiges, Montreal, Canada",null,very local,null,2
