id,session_num,time_clip,time,place,place_raw,scale,scale_order
442,3,0:57:34,1900-01-01 02:27:51,Haiti,Haiti,country,6
443,3,0:57:48,1900-01-01 02:28:05,USA,USA,country,6
444,3,0:57:51,1900-01-01 02:28:08,"Quebec, Canada",Quebec; Canada,region,5
445,3,0:57:57,1900-01-01 02:28:14,"Quebec, Canada",Quebec; Canada,region,5
446,3,0:58:00,1900-01-01 02:28:17,"Montreal, Canada",Montreal; Canada,city / area,4
447,3,0:58:33,1900-01-01 02:28:50,"Longueuil, Canada",Longueuil; Canada,city / area,4
448,3,0:58:36,1900-01-01 02:28:53,"NYC, USA",New York City; USA,city / area,4
449,3,0:58:56,1900-01-01 02:29:13,Haiti,Haiti,country,6
450,3,0:59:28,1900-01-01 02:29:45,"Montreal, Canada",Montreal; Canada,city / area,4
451,3,0:59:38,1900-01-01 02:29:55,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
452,3,1:00:00,1900-01-01 02:30:17,"Rimouski, Canada",Rimouski; Canada,city / area,4
453,3,1:00:04,1900-01-01 02:30:21,"NYC, USA",New York City; USA,city / area,4
454,3,1:00:08,1900-01-01 02:30:25,"Montreal, Canada",Montreal; Canada,city / area,4
455,3,1:00:12,1900-01-01 02:30:29,"Montreal, Canada",Montreal; Canada,city / area,4
456,3,1:00:14,1900-01-01 02:30:31,Haiti,Haiti,country,6
457,3,1:00:16,1900-01-01 02:30:33,France,France,country,6
458,3,1:02:18,1900-01-01 02:32:35,Haiti,Haiti,country,6
459,3,1:02:21,1900-01-01 02:32:38,Haiti,Haiti,country,6
460,3,1:02:50,1900-01-01 02:33:07,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
461,3,1:02:52,1900-01-01 02:33:09,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
462,3,1:02:53,1900-01-01 02:33:10,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
463,3,1:02:56,1900-01-01 02:33:13,"Notre-Dame-des-Neiges Cemetery, Montreal, Canada",Notre-Dame-des-Neiges Cemetery; Montreal; Canada,very local,2
464,3,1:03:24,1900-01-01 02:33:41,Haiti,Haiti,country,6
465,3,1:03:45,1900-01-01 02:34:02,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
466,3,1:03:47,1900-01-01 02:34:04,"Brossard, Canada",Brossard; Canada,city / area,4
467,3,1:03:49,1900-01-01 02:34:06,"Longueuil, Canada",Longueuil; Canada,city / area,4
468,3,1:03:50,1900-01-01 02:34:07,"Laval, Canada",Laval; Canada,city / area,4
469,3,1:04:11,1900-01-01 02:34:28,"Longueuil, Canada",Longueuil; Canada,city / area,4
470,3,1:04:12,1900-01-01 02:34:29,"Laval, Canada",Laval; Canada,city / area,4
471,3,1:04:26,1900-01-01 02:34:43,"NYC, USA",New York City; USA,city / area,4
472,3,1:04:27,1900-01-01 02:34:44,"NYC, USA",New York City; USA,city / area,4
473,3,1:04:36,1900-01-01 02:34:53,"Champlain Bridge, Canada",Champlain Bridge; Canada,very local,2
474,3,1:04:39,1900-01-01 02:34:56,"Montreal, Canada",Montreal; Canada,city / area,4
475,3,1:05:25,1900-01-01 02:35:42,Haiti,Haiti,country,6
476,3,1:05:32,1900-01-01 02:35:49,Caribbean,Caribbean,continent,7
477,3,1:05:33,1900-01-01 02:35:50,Haiti,Haiti,country,6
478,3,1:05:38,1900-01-01 02:35:55,Haiti,Haiti,country,6
479,3,1:06:15,1900-01-01 02:36:32,Cuba,Cuba,country,6
480,3,1:06:16,1900-01-01 02:36:33,"Oriente, Cuba",Oriente; Cuba,city / area,4
481,3,1:06:24,1900-01-01 02:36:41,Dominican Republic,Dominican Republic,country,6
482,3,1:06:32,1900-01-01 02:36:49,Guadeloupe,Guadeloupe,country,6
483,3,1:06:36,1900-01-01 02:36:53,Dominica,Dominica,country,6
484,3,1:06:39,1900-01-01 02:36:56,Bahamas,Bahamas,country,6
485,3,1:06:41,1900-01-01 02:36:58,Turks and Caicos Islands,Turks and Caicos,country,6
486,3,1:06:45,1900-01-01 02:37:02,French Guinea,French Guinea,country,6
487,3,1:06:51,1900-01-01 02:37:08,"Île-de-France, France",Île-de-France; France,city / area,4
488,3,1:06:54,1900-01-01 02:37:11,Belgium,Belgium,country,6
489,3,1:06:55,1900-01-01 02:37:12,Luxembourg,Luxembourg,country,6
490,3,1:06:56,1900-01-01 02:37:13,Switzerland,Switzerland,country,6
491,3,1:06:59,1900-01-01 02:37:16,"Miami, USA",Miami; USA,city / area,4
