agg_su_id,id,su_num,place,scale_order,time_start,time_end,time_length,num_minutes,mention_freq,mention_index,mention_places,mention_match_freq,mention_match_index,mention_match_places,mention_match_time_index,mention_first_match_time,mention_first_match_time_ratio,mention_coarser_match_freq,mention_coarser_match_index,mention_coarser_match_places,mention_finer_match_freq,mention_finer_match_index,mention_finer_match_places
173.0,173;174,165.0;166.0,"Pétionville, Haiti",3,1900-01-01 02:47:59,1900-01-01 02:49:05,"['00', '01', '06']",1.1,2,;255;256,";Fort-Dimanche, Port-au-Prince, Haiti;Pétionville, Haiti",1,;256,";Pétionville, Haiti",;0 days 00:00:58,0 days 00:00:58,0.8787878787878788,0,,,0,,
175.0,175,167.0,"Institut George Marc, Port-au-Prince, Haiti; Route des Dalles, Port-au-Prince, Haiti; Rue Lalue, Port-au-Prince, Haiti; Pétionville, Haiti",1,1900-01-01 02:49:05,1900-01-01 02:50:18,"['00', '01', '13']",1.2166666666666666,11,;257;258;259;260;261;262;263;264;265;266;267,";Pétionville, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Institut George Marc, Port-au-Prince, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Institut George Marc, Port-au-Prince, Haiti;Route des Dalles, Port-au-Prince, Haiti;Rue Lalue, Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti",0,,,,0,0.0,11,;257;258;259;260;261;262;263;264;265;266;267,";Pétionville, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Institut George Marc, Port-au-Prince, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Institut George Marc, Port-au-Prince, Haiti;Route des Dalles, Port-au-Prince, Haiti;Rue Lalue, Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti",0,,
179.0,179,171.0,"Pétionville, Haiti",3,1900-01-01 02:50:18,1900-01-01 02:52:41,"['00', '02', '23']",2.3833333333333333,9,;268;269;270;271;272;273;274;275;276,";Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti",6,;268;270;271;273;275;276,";Pétionville, Haiti;Pétionville, Haiti;Pétionville, Haiti;Pétionville, Haiti;Pétionville, Haiti;Pétionville, Haiti",;0 days 00:00:01;0 days 00:00:21;0 days 00:01:01;0 days 00:01:41;0 days 00:02:01;0 days 00:02:10,0 days 00:00:01,0.006993006993006993,0,,,0,,
180.0,180,nan,"Port-au-Prince, Haiti",4,1900-01-01 02:50:18,1900-01-01 02:52:41,"['00', '02', '23']",2.3833333333333333,9,;268;269;270;271;272;273;274;275;276,";Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Pétionville, Haiti;Pétionville, Haiti",3,;269;272;274,";Port-au-Prince, Haiti;Port-au-Prince, Haiti;Port-au-Prince, Haiti",;0 days 00:00:07;0 days 00:01:36;0 days 00:01:56,0 days 00:00:07,0.04895104895104895,0,,,0,,
181.0,181,172.0,"Pétionville, Haiti",3,1900-01-01 02:52:41,1900-01-01 02:53:02,"['00', '00', '21']",0.35,1,;277,";Fort-Dimanche, Port-au-Prince, Haiti",0,,,,0,0.0,0,,,0,,
182.0,182;183,173.0;174.0,Haiti,6,1900-01-01 02:53:02,1900-01-01 02:54:30,"['00', '01', '28']",1.4666666666666666,0,,,0,,,,0,0.0,0,,,0,,
184.0,184,175.0,_end,8,1900-01-01 02:54:30,1900-01-01 02:54:46,"['00', '00', '16']",0.26666666666666666,0,,,0,,,,0,0.0,0,,,0,,
185.0,185,176.0,"Pétionville, Haiti",3,1900-01-01 02:54:46,1900-01-01 02:55:46,"['00', '01', '00']",1.0,1,;278,";Port-au-Prince, Haiti",0,,,,0,0.0,0,,,0,,
186.0,186;187,177.0;178.0,_end,8,1900-01-01 02:55:46,1900-01-01 02:56:46,"['00', '01', '00']",1.0,1,;279,";Paris, France",0,,,,0,0.0,0,,,0,,
188.0,188,179.0,"Paris, France",4,1900-01-01 02:56:46,1900-01-01 02:57:54,"['00', '01', '08']",1.1333333333333333,1,;280,";Paris, France",1,;280,";Paris, France",;0 days 00:00:35,0 days 00:00:35,0.5147058823529411,0,,,0,,
